adr,hbv_mono_count,hbv_mono_prop,hiv_hbv_count,hiv_hbv_prop,risk_ratio,chi2,p_value
Application site haemorrhage,1,1.4422106204390089e-05,0,0.0,,,
Spider naevus,1,1.4422106204390089e-05,0,0.0,,,
Burkitt's lymphoma refractory,1,1.4422106204390089e-05,0,0.0,,,
Delirium tremens,10,0.0001442210620439009,0,0.0,,,
Anti-thyroid antibody increased,14,0.00020190948686146126,0,0.0,,,
Encephalitis autoimmune,7,0.00010095474343073063,0,0.0,,,
Fibroblast growth factor 23 increased,1,1.4422106204390089e-05,0,0.0,,,
Thyroid neoplasm,1,1.4422106204390089e-05,0,0.0,,,
Retinal drusen,1,1.4422106204390089e-05,0,0.0,,,
Anal cancer recurrent,1,1.4422106204390089e-05,0,0.0,,,
Jaundice hepatocellular,2,2.8844212408780178e-05,0,0.0,,,
Red cell distribution width abnormal,1,1.4422106204390089e-05,0,0.0,,,
Atypical haemolytic uraemic syndrome,1,1.4422106204390089e-05,0,0.0,,,
Pneumocystis test positive,1,1.4422106204390089e-05,0,0.0,,,
Ejaculation delayed,3,4.3266318613170266e-05,0,0.0,,,
Urethral injury,1,1.4422106204390089e-05,0,0.0,,,
Respiratory syncytial virus test positive,1,1.4422106204390089e-05,0,0.0,,,
Oesophageal variceal ligation,1,1.4422106204390089e-05,0,0.0,,,
Small intestinal ulcer perforation,1,1.4422106204390089e-05,0,0.0,,,
Squamous cell carcinoma of the vulva,1,1.4422106204390089e-05,0,0.0,,,
Vascular resistance systemic,1,1.4422106204390089e-05,0,0.0,,,
Blood loss anaemia,2,2.8844212408780178e-05,0,0.0,,,
Haemorrhagic cholecystitis,4,5.7688424817560355e-05,0,0.0,,,
Biopsy bone marrow abnormal,3,4.3266318613170266e-05,0,0.0,,,
Acute myelomonocytic leukaemia,1,1.4422106204390089e-05,0,0.0,,,
Urinary tract stoma complication,4,5.7688424817560355e-05,0,0.0,,,
Palatal ulcer,1,1.4422106204390089e-05,0,0.0,,,
Sticky skin,1,1.4422106204390089e-05,0,0.0,,,
Follicular lymphoma,4,5.7688424817560355e-05,0,0.0,,,
Adenoma benign,6,8.653263722634053e-05,0,0.0,,,
Ruptured cerebral aneurysm,2,2.8844212408780178e-05,0,0.0,,,
Application site rash,1,1.4422106204390089e-05,0,0.0,,,
Injection site indentation,1,1.4422106204390089e-05,0,0.0,,,
Myeloproliferative neoplasm,12,0.00017306527445268107,0,0.0,,,
Medical device site burn,1,1.4422106204390089e-05,0,0.0,,,
Pneumonia moraxella,2,2.8844212408780178e-05,0,0.0,,,
Corticobasal degeneration,1,1.4422106204390089e-05,0,0.0,,,
Vaccination site nerve damage,1,1.4422106204390089e-05,0,0.0,,,
Device operational issue,2,2.8844212408780178e-05,0,0.0,,,
Urinary tract infection enterococcal,2,2.8844212408780178e-05,0,0.0,,,
Angiokeratoma,1,1.4422106204390089e-05,0,0.0,,,
Hypophysitis,1,1.4422106204390089e-05,0,0.0,,,
Ligamentitis,3,4.3266318613170266e-05,0,0.0,,,
Alopecia universalis,2,2.8844212408780178e-05,0,0.0,,,
Anticipatory anxiety,1,1.4422106204390089e-05,0,0.0,,,
Blood albumin,1,1.4422106204390089e-05,0,0.0,,,
Lymphocytic leukaemia,1,1.4422106204390089e-05,0,0.0,,,
Blood 25-hydroxycholecalciferol decreased,1,1.4422106204390089e-05,0,0.0,,,
Infantile haemangioma,2,2.8844212408780178e-05,0,0.0,,,
Brevibacterium infection,1,1.4422106204390089e-05,0,0.0,,,
Congenital alopecia,1,1.4422106204390089e-05,0,0.0,,,
Sebaceous naevus,1,1.4422106204390089e-05,0,0.0,,,
Therapeutic product effect increased,1,1.4422106204390089e-05,0,0.0,,,
Cytomegalovirus hepatitis,2,2.8844212408780178e-05,0,0.0,,,
Macular hole,4,5.7688424817560355e-05,0,0.0,,,
Enterobacter bacteraemia,1,1.4422106204390089e-05,0,0.0,,,
Venous oxygen saturation increased,1,1.4422106204390089e-05,0,0.0,,,
Bone hypertrophy,1,1.4422106204390089e-05,0,0.0,,,
Viral sinusitis,1,1.4422106204390089e-05,0,0.0,,,
Chronic lymphocytic leukaemia recurrent,3,4.3266318613170266e-05,0,0.0,,,
Tympanic membrane disorder,1,1.4422106204390089e-05,0,0.0,,,
Aspartate aminotransferase,2,2.8844212408780178e-05,0,0.0,,,
Congenital osteodystrophy,2,2.8844212408780178e-05,0,0.0,,,
Enlarged uvula,1,1.4422106204390089e-05,0,0.0,,,
Carotid pulse decreased,3,4.3266318613170266e-05,0,0.0,,,
Multifocal motor neuropathy,5,7.211053102195045e-05,0,0.0,,,
Incision site discharge,1,1.4422106204390089e-05,0,0.0,,,
Chondrodystrophy,1,1.4422106204390089e-05,0,0.0,,,
Non-small cell lung cancer,9,0.0001297989558395108,0,0.0,,,
Hidradenitis,3,4.3266318613170266e-05,0,0.0,,,
Thyroid hormones decreased,1,1.4422106204390089e-05,0,0.0,,,
Venous stent insertion,1,1.4422106204390089e-05,0,0.0,,,
Reticulocyte count decreased,2,2.8844212408780178e-05,0,0.0,,,
Urine phosphorus,1,1.4422106204390089e-05,0,0.0,,,
Calcineurin inhibitor induced pain syndrome,1,1.4422106204390089e-05,0,0.0,,,
Immature respiratory system,1,1.4422106204390089e-05,0,0.0,,,
Soft tissue neoplasm,1,1.4422106204390089e-05,0,0.0,,,
Congenital aural fistula,1,1.4422106204390089e-05,0,0.0,,,
Neonatal pneumonia,2,2.8844212408780178e-05,0,0.0,,,
Fungal foot infection,4,5.7688424817560355e-05,0,0.0,,,
Aplasia cutis congenita,1,1.4422106204390089e-05,0,0.0,,,
Disseminated mucormycosis,1,1.4422106204390089e-05,0,0.0,,,
Coronary artery thrombosis,1,1.4422106204390089e-05,0,0.0,,,
Anaplastic large cell lymphoma T- and null-cell types,1,1.4422106204390089e-05,0,0.0,,,
Plantar erythema,1,1.4422106204390089e-05,0,0.0,,,
Genitourinary tract infection,1,1.4422106204390089e-05,0,0.0,,,
Putamen haemorrhage,3,4.3266318613170266e-05,0,0.0,,,
Segmental diverticular colitis,1,1.4422106204390089e-05,0,0.0,,,
Transformation to acute myeloid leukaemia,1,1.4422106204390089e-05,0,0.0,,,
Blood alcohol increased,1,1.4422106204390089e-05,0,0.0,,,
Slipping rib syndrome,1,1.4422106204390089e-05,0,0.0,,,
Middle ear inflammation,10,0.0001442210620439009,0,0.0,,,
Hypersensitivity vasculitis,5,7.211053102195045e-05,0,0.0,,,
Blood phosphorus abnormal,2,2.8844212408780178e-05,0,0.0,,,
Poriomania,2,2.8844212408780178e-05,0,0.0,,,
Light chain analysis decreased,1,1.4422106204390089e-05,0,0.0,,,
Candida sepsis,12,0.00017306527445268107,0,0.0,,,
B-lymphocyte abnormalities,1,1.4422106204390089e-05,0,0.0,,,
Palpable purpura,1,1.4422106204390089e-05,0,0.0,,,
West Nile viral infection,2,2.8844212408780178e-05,0,0.0,,,
Thyroiditis subacute,1,1.4422106204390089e-05,0,0.0,,,
Angiosarcoma,2,2.8844212408780178e-05,0,0.0,,,
Laryngeal mass,1,1.4422106204390089e-05,0,0.0,,,
Thyrotoxic periodic paralysis,2,2.8844212408780178e-05,0,0.0,,,
Metastases to chest wall,1,1.4422106204390089e-05,0,0.0,,,
Bordetella test positive,1,1.4422106204390089e-05,0,0.0,,,
Ulcerative duodenitis,1,1.4422106204390089e-05,0,0.0,,,
Croup infectious,1,1.4422106204390089e-05,0,0.0,,,
Papillary thyroid cancer,2,2.8844212408780178e-05,0,0.0,,,
Sympathomimetic effect,1,1.4422106204390089e-05,0,0.0,,,
Eosinopenia,1,1.4422106204390089e-05,0,0.0,,,
Paraphilia,1,1.4422106204390089e-05,0,0.0,,,
Fungal peritonitis,4,5.7688424817560355e-05,0,0.0,,,
Erythrosis,1,1.4422106204390089e-05,0,0.0,,,
Colon dysplasia,1,1.4422106204390089e-05,0,0.0,,,
Pure white cell aplasia,1,1.4422106204390089e-05,0,0.0,,,
Propionibacterium infection,2,2.8844212408780178e-05,0,0.0,,,
Oropharyngeal cancer recurrent,2,2.8844212408780178e-05,0,0.0,,,
Hypothalamo-pituitary disorder,3,4.3266318613170266e-05,0,0.0,,,
Blood oestrogen abnormal,1,1.4422106204390089e-05,0,0.0,,,
Open angle glaucoma,2,2.8844212408780178e-05,0,0.0,,,
Iron metabolism disorder,1,1.4422106204390089e-05,0,0.0,,,
Pleomorphic adenoma,1,1.4422106204390089e-05,0,0.0,,,
Neoplasm recurrence,5,7.211053102195045e-05,0,0.0,,,
Hypertensive emergency,2,2.8844212408780178e-05,0,0.0,,,
Lithiasis,7,0.00010095474343073063,0,0.0,,,
Carbohydrate antigen 125 increased,2,2.8844212408780178e-05,0,0.0,,,
Vaccination site bruising,2,2.8844212408780178e-05,0,0.0,,,
Staring,1,1.4422106204390089e-05,0,0.0,,,
Thalassaemia,1,1.4422106204390089e-05,0,0.0,,,
Lung hypoinflation,1,1.4422106204390089e-05,0,0.0,,,
Parathyroid tumour,2,2.8844212408780178e-05,0,0.0,,,
Aspiration pleural cavity,1,1.4422106204390089e-05,0,0.0,,,
Rapid correction of hyponatraemia,1,1.4422106204390089e-05,0,0.0,,,
Pleural mesothelioma,1,1.4422106204390089e-05,0,0.0,,,
Costochondritis,2,2.8844212408780178e-05,0,0.0,,,
Oesophageal carcinoma recurrent,3,4.3266318613170266e-05,0,0.0,,,
B-cell aplasia,1,1.4422106204390089e-05,0,0.0,,,
Stomal varices,1,1.4422106204390089e-05,0,0.0,,,
Autoimmune anaemia,1,1.4422106204390089e-05,0,0.0,,,
Autosomal chromosome anomaly,1,1.4422106204390089e-05,0,0.0,,,
Excessive cerumen production,1,1.4422106204390089e-05,0,0.0,,,
Blood immunoglobulin M increased,1,1.4422106204390089e-05,0,0.0,,,
Vertebrobasilar artery dissection,1,1.4422106204390089e-05,0,0.0,,,
Foetal megacystis,1,1.4422106204390089e-05,0,0.0,,,
Intestinal fistula,1,1.4422106204390089e-05,0,0.0,,,
Blast crisis in myelogenous leukaemia,1,1.4422106204390089e-05,0,0.0,,,
Xerophthalmia,1,1.4422106204390089e-05,0,0.0,,,
Blood calcium,1,1.4422106204390089e-05,0,0.0,,,
Electroconvulsive therapy,1,1.4422106204390089e-05,0,0.0,,,
Brain stem syndrome,2,2.8844212408780178e-05,0,0.0,,,
Gastrointestinal mucosal disorder,1,1.4422106204390089e-05,0,0.0,,,
Alcohol use disorder,2,2.8844212408780178e-05,0,0.0,,,
Tracheal stenosis,1,1.4422106204390089e-05,0,0.0,,,
Impaired ability to use machinery,1,1.4422106204390089e-05,0,0.0,,,
Accidental poisoning,1,1.4422106204390089e-05,0,0.0,,,
Lipodermoid tumour,1,1.4422106204390089e-05,0,0.0,,,
Non-small cell lung cancer stage IV,1,1.4422106204390089e-05,0,0.0,,,
Eastern Cooperative Oncology Group performance status worsened,7,0.00010095474343073063,0,0.0,,,
Injection site oedema,2,2.8844212408780178e-05,0,0.0,,,
Vasodilatation,1,1.4422106204390089e-05,0,0.0,,,
Pulmonary artery occlusion,1,1.4422106204390089e-05,0,0.0,,,
Stridor,2,2.8844212408780178e-05,0,0.0,,,
Lacrimation disorder,1,1.4422106204390089e-05,0,0.0,,,
Positive dose response relationship,2,2.8844212408780178e-05,0,0.0,,,
White blood cells urine positive,2,2.8844212408780178e-05,0,0.0,,,
Reading disorder,1,1.4422106204390089e-05,0,0.0,,,
Hepatic vein embolism,1,1.4422106204390089e-05,0,0.0,,,
Acute pulmonary oedema,5,7.211053102195045e-05,0,0.0,,,
Anaplastic large-cell lymphoma,1,1.4422106204390089e-05,0,0.0,,,
Blood immunoglobulin M abnormal,1,1.4422106204390089e-05,0,0.0,,,
Thromboelastogram,3,4.3266318613170266e-05,0,0.0,,,
Urine phosphorus abnormal,1,1.4422106204390089e-05,0,0.0,,,
Stress cardiomyopathy,1,1.4422106204390089e-05,0,0.0,,,
Varicophlebitis,6,8.653263722634053e-05,0,0.0,,,
Apgar score abnormal,1,1.4422106204390089e-05,0,0.0,,,
Adrenal androgen excess,10,0.0001442210620439009,0,0.0,,,
Differential white blood cell count abnormal,1,1.4422106204390089e-05,0,0.0,,,
Aortic valve calcification,1,1.4422106204390089e-05,0,0.0,,,
Infusion site reaction,2,2.8844212408780178e-05,0,0.0,,,
Growth retardation,31,0.0004470852923360928,0,0.0,,,
Uveal melanoma,1,1.4422106204390089e-05,0,0.0,,,
Dilatation atrial,1,1.4422106204390089e-05,0,0.0,,,
Scrotal dermatitis,2,2.8844212408780178e-05,0,0.0,,,
Medical device site warmth,1,1.4422106204390089e-05,0,0.0,,,
Ear dryness,1,1.4422106204390089e-05,0,0.0,,,
Cystitis interstitial,1,1.4422106204390089e-05,0,0.0,,,
Neoplasm swelling,1,1.4422106204390089e-05,0,0.0,,,
Tumour pseudoprogression,4,5.7688424817560355e-05,0,0.0,,,
Injection site deformation,1,1.4422106204390089e-05,0,0.0,,,
Hyperinsulinaemic hypoglycaemia,1,1.4422106204390089e-05,0,0.0,,,
Tongue exfoliation,2,2.8844212408780178e-05,0,0.0,,,
Red blood cell sedimentation rate abnormal,1,1.4422106204390089e-05,0,0.0,,,
Gastrointestinal arteriovenous malformation,1,1.4422106204390089e-05,0,0.0,,,
Aortic valve replacement,1,1.4422106204390089e-05,0,0.0,,,
Malignant hypertension,2,2.8844212408780178e-05,0,0.0,,,
Antibody test abnormal,1,1.4422106204390089e-05,0,0.0,,,
Nephrogenic systemic fibrosis,1,1.4422106204390089e-05,0,0.0,,,
Dermatosis,1,1.4422106204390089e-05,0,0.0,,,
C-reactive protein decreased,5,7.211053102195045e-05,0,0.0,,,
Haemophilus bacteraemia,1,1.4422106204390089e-05,0,0.0,,,
Light chain analysis increased,1,1.4422106204390089e-05,0,0.0,,,
Mean cell volume abnormal,1,1.4422106204390089e-05,0,0.0,,,
Haptoglobin abnormal,2,2.8844212408780178e-05,0,0.0,,,
Metastases to skin,1,1.4422106204390089e-05,0,0.0,,,
Ligament injury,1,1.4422106204390089e-05,0,0.0,,,
Ear neoplasm malignant,1,1.4422106204390089e-05,0,0.0,,,
Thrombosis in device,1,1.4422106204390089e-05,0,0.0,,,
Splenectomy,5,7.211053102195045e-05,0,0.0,,,
Coma hepatic,4,5.7688424817560355e-05,0,0.0,,,
Bone marrow transplant rejection,1,1.4422106204390089e-05,0,0.0,,,
Skin wound,1,1.4422106204390089e-05,0,0.0,,,
Visual pathway disorder,1,1.4422106204390089e-05,0,0.0,,,
Submaxillary gland enlargement,5,7.211053102195045e-05,0,0.0,,,
Transaminases decreased,1,1.4422106204390089e-05,0,0.0,,,
Hepatitis B surface antibody,4,5.7688424817560355e-05,0,0.0,,,
SARS-CoV-2 antibody test negative,1,1.4422106204390089e-05,0,0.0,,,
Undifferentiated connective tissue disease,2,2.8844212408780178e-05,0,0.0,,,
Post procedural sepsis,1,1.4422106204390089e-05,0,0.0,,,
Stoma site haemorrhage,2,2.8844212408780178e-05,0,0.0,,,
Gallbladder empyema,2,2.8844212408780178e-05,0,0.0,,,
Ciliary body melanoma,2,2.8844212408780178e-05,0,0.0,,,
Injection site photosensitivity reaction,1,1.4422106204390089e-05,0,0.0,,,
Blood fibrinogen decreased,3,4.3266318613170266e-05,0,0.0,,,
Loss of control of legs,1,1.4422106204390089e-05,0,0.0,,,
Primary myelofibrosis,2,2.8844212408780178e-05,0,0.0,,,
Immune-mediated adrenal insufficiency,2,2.8844212408780178e-05,0,0.0,,,
Ureteric dilatation,1,1.4422106204390089e-05,0,0.0,,,
Acute left ventricular failure,4,5.7688424817560355e-05,0,0.0,,,
Increased liver stiffness,2,2.8844212408780178e-05,0,0.0,,,
Anal fissure haemorrhage,1,1.4422106204390089e-05,0,0.0,,,
Paranasal sinus mucosal hypertrophy,3,4.3266318613170266e-05,0,0.0,,,
Breast cancer stage III,3,4.3266318613170266e-05,0,0.0,,,
Coxsackie myocarditis,2,2.8844212408780178e-05,0,0.0,,,
Dental care,2,2.8844212408780178e-05,0,0.0,,,
Immune-mediated nephritis,2,2.8844212408780178e-05,0,0.0,,,
Parenteral nutrition,1,1.4422106204390089e-05,0,0.0,,,
Hypersexuality,1,1.4422106204390089e-05,0,0.0,,,
Hepatic cancer recurrent,2,2.8844212408780178e-05,0,0.0,,,
Lymphatic fistula,1,1.4422106204390089e-05,0,0.0,,,
Gastrointestinal stoma output increased,5,7.211053102195045e-05,0,0.0,,,
Mononucleosis syndrome,3,4.3266318613170266e-05,0,0.0,,,
Invasive lobular breast carcinoma,1,1.4422106204390089e-05,0,0.0,,,
Prothrombin time abnormal,2,2.8844212408780178e-05,0,0.0,,,
Vaccination site pain,2,2.8844212408780178e-05,0,0.0,,,
Red blood cell morphology abnormal,1,1.4422106204390089e-05,0,0.0,,,
Granulomatosis with polyangiitis,3,4.3266318613170266e-05,0,0.0,,,
Metastases to pancreas,2,2.8844212408780178e-05,0,0.0,,,
Gastric varices haemorrhage,3,4.3266318613170266e-05,0,0.0,,,
Drug-disease interaction,1,1.4422106204390089e-05,0,0.0,,,
Contrast media reaction,1,1.4422106204390089e-05,0,0.0,,,
Impatience,5,7.211053102195045e-05,0,0.0,,,
Percutaneous coronary intervention,3,4.3266318613170266e-05,0,0.0,,,
Retinal vascular occlusion,1,1.4422106204390089e-05,0,0.0,,,
Small intestinal stenosis,1,1.4422106204390089e-05,0,0.0,,,
Incisional hernia,3,4.3266318613170266e-05,0,0.0,,,
Urticaria aquagenic,1,1.4422106204390089e-05,0,0.0,,,
PO2 increased,1,1.4422106204390089e-05,0,0.0,,,
Brain scan abnormal,1,1.4422106204390089e-05,0,0.0,,,
Mycobacterium abscessus infection,2,2.8844212408780178e-05,0,0.0,,,
Pancreatic atrophy,1,1.4422106204390089e-05,0,0.0,,,
Pneumonia mycoplasmal,1,1.4422106204390089e-05,0,0.0,,,
Deafness congenital,1,1.4422106204390089e-05,0,0.0,,,
Immune-mediated dermatitis,3,4.3266318613170266e-05,0,0.0,,,
Limbic encephalitis,1,1.4422106204390089e-05,0,0.0,,,
Duplicate therapy error,3,4.3266318613170266e-05,0,0.0,,,
Plasma cell myeloma refractory,1,1.4422106204390089e-05,0,0.0,,,
Hepatic cyst ruptured,1,1.4422106204390089e-05,0,0.0,,,
Left atrial dilatation,1,1.4422106204390089e-05,0,0.0,,,
Bone giant cell tumour,1,1.4422106204390089e-05,0,0.0,,,
Colon injury,4,5.7688424817560355e-05,0,0.0,,,
Oesophagitis ulcerative,2,2.8844212408780178e-05,0,0.0,,,
Expanded disability status scale score increased,1,1.4422106204390089e-05,0,0.0,,,
Tricuspid valve replacement,1,1.4422106204390089e-05,0,0.0,,,
Immunodeficiency common variable,4,5.7688424817560355e-05,0,0.0,,,
Vascular access site extravasation,1,1.4422106204390089e-05,0,0.0,,,
Intestinal anastomosis,1,1.4422106204390089e-05,0,0.0,,,
Borrelia test positive,1,1.4422106204390089e-05,0,0.0,,,
Retinal vein occlusion,6,8.653263722634053e-05,0,0.0,,,
Haemophilus test positive,1,1.4422106204390089e-05,0,0.0,,,
Congenital coronary artery malformation,16,0.00023075369927024142,0,0.0,,,
Protothecosis,1,1.4422106204390089e-05,0,0.0,,,
Oesophageal rupture,1,1.4422106204390089e-05,0,0.0,,,
Gastrointestinal amyloidosis,1,1.4422106204390089e-05,0,0.0,,,
Blast cell count increased,1,1.4422106204390089e-05,0,0.0,,,
Neutrophil count,2,2.8844212408780178e-05,0,0.0,,,
Acute graft versus host disease in skin,7,0.00010095474343073063,0,0.0,,,
Buttock injury,1,1.4422106204390089e-05,0,0.0,,,
Double hit lymphoma,1,1.4422106204390089e-05,0,0.0,,,
Immune-mediated hepatic disorder,7,0.00010095474343073063,0,0.0,,,
Peau d'orange,1,1.4422106204390089e-05,0,0.0,,,
Intestinal ulcer perforation,1,1.4422106204390089e-05,0,0.0,,,
Capillary permeability increased,1,1.4422106204390089e-05,0,0.0,,,
Chondrocalcinosis pyrophosphate,2,2.8844212408780178e-05,0,0.0,,,
Marginal zone lymphoma recurrent,2,2.8844212408780178e-05,0,0.0,,,
Pneumonia parainfluenzae viral,2,2.8844212408780178e-05,0,0.0,,,
Vascular malformation,2,2.8844212408780178e-05,0,0.0,,,
Biliary tract infection,10,0.0001442210620439009,0,0.0,,,
Globulins increased,2,2.8844212408780178e-05,0,0.0,,,
Peritoneal haemorrhage,1,1.4422106204390089e-05,0,0.0,,,
Testicular abscess,1,1.4422106204390089e-05,0,0.0,,,
Richter's syndrome,4,5.7688424817560355e-05,0,0.0,,,
Eyelid function disorder,1,1.4422106204390089e-05,0,0.0,,,
Procedural headache,5,7.211053102195045e-05,0,0.0,,,
Neuroendocrine tumour of the lung,1,1.4422106204390089e-05,0,0.0,,,
Sinusitis fungal,5,7.211053102195045e-05,0,0.0,,,
Dysmetropsia,1,1.4422106204390089e-05,0,0.0,,,
Benign pleural neoplasm,1,1.4422106204390089e-05,0,0.0,,,
Infusion site oedema,1,1.4422106204390089e-05,0,0.0,,,
Haemolytic uraemic syndrome,3,4.3266318613170266e-05,0,0.0,,,
Early satiety,8,0.00011537684963512071,0,0.0,,,
Reversible airways obstruction,1,1.4422106204390089e-05,0,0.0,,,
Adductor vocal cord weakness,1,1.4422106204390089e-05,0,0.0,,,
Intracranial tumour haemorrhage,2,2.8844212408780178e-05,0,0.0,,,
Wound infection bacterial,2,2.8844212408780178e-05,0,0.0,,,
Metabolic alkalosis,2,2.8844212408780178e-05,0,0.0,,,
Escherichia test positive,1,1.4422106204390089e-05,0,0.0,,,
Carbon dioxide increased,2,2.8844212408780178e-05,0,0.0,,,
Nail pigmentation,1,1.4422106204390089e-05,0,0.0,,,
Capillary leak syndrome,8,0.00011537684963512071,0,0.0,,,
Dyslalia,1,1.4422106204390089e-05,0,0.0,,,
Hepatic enzyme,1,1.4422106204390089e-05,0,0.0,,,
Prinzmetal angina,1,1.4422106204390089e-05,0,0.0,,,
Cholangitis infective,1,1.4422106204390089e-05,0,0.0,,,
Necrotising myositis,1,1.4422106204390089e-05,0,0.0,,,
Pseudopapilloedema,1,1.4422106204390089e-05,0,0.0,,,
Photorefractive keratectomy,1,1.4422106204390089e-05,0,0.0,,,
Oesophageal dysplasia,1,1.4422106204390089e-05,0,0.0,,,
Vomiting psychogenic,1,1.4422106204390089e-05,0,0.0,,,
PTPN11 gene mutation,1,1.4422106204390089e-05,0,0.0,,,
Joint surgery,4,5.7688424817560355e-05,0,0.0,,,
Immune-mediated adverse reaction,2,2.8844212408780178e-05,0,0.0,,,
Enterobacter sepsis,1,1.4422106204390089e-05,0,0.0,,,
Otolithiasis,1,1.4422106204390089e-05,0,0.0,,,
Alpha 1 microglobulin increased,2,2.8844212408780178e-05,0,0.0,,,
Antineutrophil cytoplasmic antibody increased,1,1.4422106204390089e-05,0,0.0,,,
Haemophilus sepsis,2,2.8844212408780178e-05,0,0.0,,,
Hypocapnia,5,7.211053102195045e-05,0,0.0,,,
Scrotal infection,1,1.4422106204390089e-05,0,0.0,,,
Anal infection,1,1.4422106204390089e-05,0,0.0,,,
Pyoderma gangrenosum,3,4.3266318613170266e-05,0,0.0,,,
Monocyte percentage increased,3,4.3266318613170266e-05,0,0.0,,,
Body height abnormal,1,1.4422106204390089e-05,0,0.0,,,
Blood creatine phosphokinase MB increased,8,0.00011537684963512071,0,0.0,,,
Splenic artery aneurysm,1,1.4422106204390089e-05,0,0.0,,,
Mast cell degranulation present,1,1.4422106204390089e-05,0,0.0,,,
Tinea manuum,2,2.8844212408780178e-05,0,0.0,,,
Hypermagnesaemia,2,2.8844212408780178e-05,0,0.0,,,
Immune-mediated lung disease,8,0.00011537684963512071,0,0.0,,,
Salivary gland mass,1,1.4422106204390089e-05,0,0.0,,,
Human bocavirus infection,2,2.8844212408780178e-05,0,0.0,,,
Skin squamous cell carcinoma recurrent,1,1.4422106204390089e-05,0,0.0,,,
Urine calcium,1,1.4422106204390089e-05,0,0.0,,,
Retinal artery occlusion,3,4.3266318613170266e-05,0,0.0,,,
Anorectal varices,1,1.4422106204390089e-05,0,0.0,,,
Ear malformation,3,4.3266318613170266e-05,0,0.0,,,
Systemic mycosis,1,1.4422106204390089e-05,0,0.0,,,
Iritis,2,2.8844212408780178e-05,0,0.0,,,
Viral titre increased,1,1.4422106204390089e-05,0,0.0,,,
Prothrombin level decreased,5,7.211053102195045e-05,0,0.0,,,
Ocular rosacea,1,1.4422106204390089e-05,0,0.0,,,
Tubo-ovarian abscess,1,1.4422106204390089e-05,0,0.0,,,
Intestinal stenosis,1,1.4422106204390089e-05,0,0.0,,,
Red blood cells urine,9,0.0001297989558395108,0,0.0,,,
Retroperitoneal haemorrhage,4,5.7688424817560355e-05,0,0.0,,,
